sentence,label,idx,__source_split
"sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours . ",0,67227,train
too thin ,0,67228,train
"sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and ",0,67229,train
wondering what all that jazz was about `` chicago '' in 2002 ,0,67230,train
as a tribute ,1,67231,train
a brilliant college student -- where 's pauly shore as the rocket scientist ? ,1,67232,train
of the conflict that came to define a generation ,1,67233,train
richly entertaining and suggestive of any number of metaphorical readings . ,1,67234,train
will be moved to the edge of their seats by the dynamic first act ,1,67235,train
bump in the night and nobody ,0,67236,train
"has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores . ",1,67237,train
this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ... ,0,67238,train
", the movie contains no wit , only labored gags . ",0,67239,train
that are quite touching ,1,67240,train
"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed . ",1,67241,train
graceless ,0,67242,train
that annoying specimen ,0,67243,train
two central performances ,1,67244,train
' hanging over the film ,0,67245,train
it takes a sudden turn and devolves into a bizarre sort of romantic comedy ,0,67246,train
"are all in the performances , from foreman 's barking-mad taylor to thewlis 's smoothly sinister freddie and bettany/mcdowell 's hard-eyed gangster . ",1,67247,train
affluence ,1,67248,train
"really , save your disgust and your indifference ",0,67249,train
five screenwriters are credited with the cliché-laden screenplay ,0,67250,train
joyous ,1,67251,train
gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing . ,0,67252,train
then blood work is for you . ,1,67253,train
", frida gets the job done . ",1,67254,train
the class warfare ,0,67255,train
against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting ,1,67256,train
a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years ,0,67257,train
may rate as the most magical and most fun family fare of this or any recent holiday season ,1,67258,train
their contrast is neither dramatic nor comic -- it 's just a weird fizzle . ,0,67259,train
lacks in eye-popping visuals ,0,67260,train
ability to pull together easily accessible stories that resonate with profundity ,1,67261,train
an equally miserable film ,0,67262,train
its heartfelt concern about north korea 's recent past and south korea 's future ,1,67263,train
so pat it makes your teeth hurt ,0,67264,train
a delightful entree in the tradition of food movies . ,1,67265,train
splash ,1,67266,train
of gags that rely on the strength of their own cleverness ,1,67267,train
both the scenic splendor ,1,67268,train
i saw it as a young boy ,1,67269,train
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : ,0,67270,train
"you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear . ",1,67271,train
a chilling tale of one of the great crimes ,1,67272,train
starts out ,1,67273,train
the situation in a well-balanced fashion ,1,67274,train
which was shot two years ago ,1,67275,train
becomes something about how lame it is to try and evade your responsibilities ,0,67276,train
will keep coming ,1,67277,train
you 'd be hard put to find a movie character more unattractive or odorous ( than leon ) . ,0,67278,train
"proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . ",1,67279,train
"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable . ",0,67280,train
a total lack ,0,67281,train
a hallmark film in an increasingly important film industry and worth the look ,1,67282,train
the company 's astonishing growth ,1,67283,train
of afghan tragedies ,0,67284,train
languorous slo-mo sequences ,0,67285,train
's characteristically startling visual style and an almost palpable sense of intensity . ,1,67286,train
is a masterpiece of elegant wit and artifice . ,1,67287,train
offers a guilt-free trip into feel-good territory . ,1,67288,train
picture-perfect life ,1,67289,train
master class . ,1,67290,train
junior-high ,1,67291,train
finds amusing juxtapositions that justify his exercise . ,1,67292,train
rigid and evasive in ways ,0,67293,train
billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse . ,0,67294,train
a fine-looking film with a bouncy score ,1,67295,train
promisingly ,1,67296,train
the entire movie is in need of a scented bath . ,0,67297,train
weirdo actor crispin glover ,0,67298,train
takes its title all too literally . ,0,67299,train
is loopy and ludicrous ... ,0,67300,train
threatens ,0,67301,train
"there , done that ",1,67302,train
who 's finally been given a part worthy of her considerable talents ,1,67303,train
what makes the movie special ,1,67304,train
the action looks fake ,0,67305,train
blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period . ,0,67306,train
maintaining consciousness just long enough ,0,67307,train
"difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",0,67308,train
is so fascinating that you wo n't care . ,1,67309,train
"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown . ",1,67310,train
does justice both to stevenson and to the sci-fi genre ,1,67311,train
a better movie ,1,67312,train
monotone ,0,67313,train
"faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance ",0,67314,train
's always enthralling . ,1,67315,train
", another gross-out college comedy -- ugh . ",0,67316,train
affirms ,1,67317,train
gets added disdain for the fact that it is nearly impossible to look at or understand . ,0,67318,train
"formuliac , but fun . ",1,67319,train
a quietly moving look back at what it was to be iranian-american in 1979 . ,1,67320,train
to hit theaters since beauty and the beast 11 years ago ,1,67321,train
well-done ,1,67322,train
"fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci-fi and anime into one big bloody stew ",1,67323,train
dialogue and likeable characters ,1,67324,train
"part biography , part entertainment and part history ",1,67325,train
", the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . ",0,67326,train
"a rather dull , unimaginative car chase ",0,67327,train
is nothing short of a great one . ,1,67328,train
"a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life ",1,67329,train
is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater ,0,67330,train
90-plus years taking the effort to share his impressions of life and loss and time and art with us ,1,67331,train
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation ",0,67332,train
comedy ensemble ,1,67333,train
"throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this ! ",0,67334,train
brilliant movie ,1,67335,train
too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience ,0,67336,train
's stuffy and pretentious ,0,67337,train
"polished , ",1,67338,train
works more often than it does n't . ,1,67339,train
at least passably ,1,67340,train
i also believe that resident evil is not it . ,0,67341,train
seem to be in a contest to see who can out-bad-act the other ,0,67342,train
showing off his doctorate ,1,67343,train
a delightful comedy ,1,67344,train
"anguish , anger and frustration ",0,67345,train
"at achieving the modest , crowd-pleasing goals it sets for itself ",1,67346,train
a patient viewer ,1,67347,train
"this new jangle of noise , mayhem and stupidity must be a serious contender for the title . ",0,67348,train
it 's a charming and often affecting journey . ,1,0,validation
unflinchingly bleak and desperate ,0,1,validation
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,1,2,validation
"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ",1,3,validation
"it 's slow -- very , very slow . ",0,4,validation
"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",1,5,validation
a sometimes tedious film . ,0,6,validation
or doing last year 's taxes with your ex-wife . ,0,7,validation
you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,1,8,validation
"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",0,9,validation
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,1,10,validation
"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,11,validation
... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,0,12,validation
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",1,13,validation
even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,0,14,validation
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ",1,15,validation
the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,1,16,validation
"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",1,17,validation
... the movie is just a plain old monster . ,0,18,validation
"in its best moments , resembles a bad high school production of grease , without benefit of song . ",0,19,validation
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0,20,validation
the iditarod lasts for days - this just felt like it did . ,0,21,validation
holden caulfield did it better . ,0,22,validation
"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",1,23,validation
seldom has a movie so closely matched the spirit of a man and his work . ,1,24,validation
"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ",0,25,validation
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ",0,26,validation
it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,1,27,validation
"it 's a cookie-cutter movie , a cut-and-paste job . ",0,28,validation
i had to look away - this was god awful . ,0,29,validation
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",1,30,validation
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0,31,validation
"a gorgeous , witty , seductive movie . ",1,32,validation
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0,33,validation
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ",0,34,validation
a sequence of ridiculous shoot - 'em - up scenes . ,0,35,validation
"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",1,36,validation
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",0,37,validation
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",1,38,validation
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1,39,validation
"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",1,40,validation
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,41,validation
the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,1,42,validation
holm ... embodies the character with an effortlessly regal charisma . ,1,43,validation
"the title not only describes its main characters , but the lazy people behind the camera as well . ",0,44,validation
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,45,validation
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0,46,validation
a subtle and well-crafted ( for the most part ) chiller . ,1,47,validation
has a lot of the virtues of eastwood at his best . ,1,48,validation
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,49,validation
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0,50,validation
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",1,51,validation
"mr. tsai is a very original artist in his medium , and what time is it there ? ",1,52,validation
sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,1,53,validation
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,54,validation
"a tender , heartfelt family drama . ",1,55,validation
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,56,validation
the cold turkey would 've been a far better title . ,0,57,validation
manages to be both repulsively sadistic and mundane . ,0,58,validation
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,59,validation
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,60,validation
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0,61,validation
the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,1,62,validation
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,63,validation
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0,64,validation
you wonder why enough was n't just a music video rather than a full-length movie . ,0,65,validation
"if you 're hard up for raunchy college humor , this is your ticket right here . ",1,66,validation
"a fast , funny , highly enjoyable movie . ",1,67,validation
good old-fashioned slash-and-hack is back ! ,1,68,validation
"this one is definitely one to skip , even for horror movie fanatics . ",0,69,validation
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0,70,validation
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",1,71,validation
uses high comedy to evoke surprising poignance . ,1,72,validation
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,73,validation
a string of rehashed sight gags based in insipid vulgarity . ,0,74,validation
among the year 's most intriguing explorations of alientation . ,1,75,validation
the movie fails to live up to the sum of its parts . ,0,76,validation
the son 's room is a triumph of gentility that earns its moments of pathos . ,1,77,validation
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,78,validation
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,79,validation
the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,1,80,validation
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0,81,validation
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,82,validation
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,83,validation
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",1,84,validation
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,85,validation
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,86,validation
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,1,87,validation
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,88,validation
"we know the plot 's a little crazy , but it held my interest from start to finish . ",1,89,validation
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,90,validation
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,91,validation
"you wo n't like roger , but you will quickly recognize him . ",0,92,validation
if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,1,93,validation
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",1,94,validation
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,0,95,validation
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,96,validation
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1,97,validation
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,98,validation
why make a documentary about these marginal historical figures ? ,0,99,validation
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",1,100,validation
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0,101,validation
"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ",1,102,validation
"a gripping movie , played with performances that are all understated and touching . ",1,103,validation
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",1,104,validation
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0,105,validation
the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ,1,106,validation
what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,0,107,validation
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0,108,validation
it 's great escapist fun that recreates a place and time that will never happen again . ,1,109,validation
"scores no points for originality , wit , or intelligence . ",0,110,validation
"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",0,111,validation
hilariously inept and ridiculous . ,1,112,validation
this movie is maddening . ,0,113,validation
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ",1,114,validation
sam mendes has become valedictorian at the school for soft landings and easy ways out . ,0,115,validation
one of the smartest takes on singles culture i 've seen in a long time . ,1,116,validation
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ",1,117,validation
every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,0,118,validation
comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,0,119,validation
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1,120,validation
it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0,121,validation
old-form moviemaking at its best . ,1,122,validation
turns potentially forgettable formula into something strangely diverting . ,1,123,validation
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",1,124,validation
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,1,125,validation
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,0,126,validation
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",0,127,validation
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,1,128,validation
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",1,129,validation
suffers from the lack of a compelling or comprehensible narrative . ,0,130,validation
"in execution , this clever idea is far less funny than the original , killers from space . ",0,131,validation
scooby dooby doo / and shaggy too / you both look and sound great . ,1,132,validation
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0,133,validation
it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,0,134,validation
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0,135,validation
looks and feels like a project better suited for the small screen . ,0,136,validation
"forced , familiar and thoroughly condescending . ",0,137,validation
that is a compliment to kuras and miller . ,1,138,validation
it 's not the ultimate depression-era gangster movie . ,0,139,validation
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0,140,validation
the character of zigzag is not sufficiently developed to support a film constructed around him . ,0,141,validation
what better message than ` love thyself ' could young women of any size receive ? ,1,142,validation
a solid film ... but more conscientious than it is truly stirring . ,1,143,validation
"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",0,144,validation
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0,145,validation
"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ",1,146,validation
the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,0,147,validation
feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,0,148,validation
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",1,149,validation
overall very good for what it 's trying to do . ,1,150,validation
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ",1,151,validation
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",1,152,validation
the heavy-handed film is almost laughable as a consequence . ,0,153,validation
a solid examination of the male midlife crisis . ,1,154,validation
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0,155,validation
"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",1,156,validation
it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0,157,validation
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0,158,validation
"like leon , it 's frustrating and still oddly likable . ",1,159,validation
"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0,160,validation
not exactly the bees knees ,0,161,validation
"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ",0,162,validation
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0,163,validation
a woman 's pic directed with resonance by ilya chaiken . ,1,164,validation
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0,165,validation
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0,166,validation
the end result is a film that 's neither . ,0,167,validation
manages to be sweet and wickedly satisfying at the same time . ,1,168,validation
leigh 's film is full of memorable performances from top to bottom . ,1,169,validation
"it 's also , clearly , great fun . ",1,170,validation
rarely has leukemia looked so shimmering and benign . ,0,171,validation
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,1,172,validation
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,173,validation
if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,1,174,validation
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",1,175,validation
"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0,176,validation
"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0,177,validation
it made me want to wrench my eyes out of my head and toss them at the screen . ,0,178,validation
the film 's performances are thrilling . ,1,179,validation
"unfortunately , it 's not silly fun unless you enjoy really bad movies . ",0,180,validation
it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,181,validation
"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0,182,validation
"the lower your expectations , the more you 'll enjoy it . ",0,183,validation
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0,184,validation
"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",1,185,validation
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1,186,validation
` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,1,187,validation
"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0,188,validation
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0,189,validation
"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0,190,validation
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,1,191,validation
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1,192,validation
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",1,193,validation
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . ",1,194,validation
my thoughts were focused on the characters . ,1,195,validation
"so , too , is this comedy about mild culture clashing in today 's new delhi . ",1,196,validation
"for starters , the story is just too slim . ",0,197,validation
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",1,198,validation
"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ",0,199,validation
"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ",1,200,validation
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . ",1,201,validation
"there ought to be a directing license , so that ed burns can have his revoked . ",0,202,validation
bad . ,0,203,validation
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",1,204,validation
falls neatly into the category of good stupid fun . ,1,205,validation
"an artful , intelligent film that stays within the confines of a well-established genre . ",1,206,validation
"smart , provocative and blisteringly funny . ",1,207,validation
"and the lesson , in the end , is nothing new . ",0,208,validation
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,209,validation
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",1,210,validation
to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0,211,validation
"the entire movie is about a boring , sad man being boring and sad . ",0,212,validation
"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,213,validation
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0,214,validation
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,215,validation
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,216,validation
"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,217,validation
"all that 's missing is the spontaneity , originality and delight . ",0,218,validation
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,219,validation
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,220,validation
my reaction in a word : disappointment . ,0,221,validation
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,222,validation
"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,223,validation
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,224,validation
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,225,validation
"of course , by more objective measurements it 's still quite bad . ",0,226,validation
"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,227,validation
it provides an honest look at a community striving to anchor itself in new grounds . ,1,228,validation
this movie seems to have been written using mad-libs . ,0,229,validation
reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,230,validation
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,231,validation
"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,232,validation
i 'd have to say the star and director are the big problems here . ,0,233,validation
affleck and jackson are good sparring partners . ,1,234,validation
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,235,validation
not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,236,validation
a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,237,validation
"an occasionally funny , but overall limp , fish-out-of-water story . ",0,238,validation
brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,239,validation
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,240,validation
it appears that something has been lost in the translation to the screen . ,0,241,validation
it all feels like a monty python sketch gone horribly wrong . ,0,242,validation
the film tunes into a grief that could lead a man across centuries . ,1,243,validation
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,244,validation
it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,245,validation
it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,246,validation
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,247,validation
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,248,validation
